kod,vyucujici,role,datum,rocnik,program,text
NPGR002,,přednáška,17.02.2024,3. Ročník,Informatika,"Veľmi záživné prednášky. Jediné čo mi trochu chýbalo boli materiály k predmetu, detailnejšie než slidy z prezentácií."
NPGR002,,přednáška,17.02.2024,3. ročník,Informatika,škoda že to bolo dost ďaleko
NAIL065,"RNDr. František Mráz, CSc.",přednáška,13.06.2023,1. Ročník,Informatika - Umělá inteligence,"Prednášky boli veľmi kvalitne spracované a dobre sa počúvali/čítali. Bolo vidno, že Pán Doktor sa v danej problematike veľmi vyzná."
NAIL065,,přednáška,13.06.2023,1. ročník,Informatika - Umělá inteligence,"Prednášky boli veľmi kvalitne spracované a dobre sa počúvali/čítali. Bolo vidno, že Pán Doktor sa v danej problematike veľmi vyzná. Jediná vec čo mi trošku vadila, bol fakt, že hodnotenie za svoje domáce úlohy som dostal prakticky deň pred skúškou alebo ráno v deň skúšky, v čom nevidím potom edukačný zmysel domácich úloh."
NMAI061,"prof. RNDr. Jaromír Antoch, CSc.",přednáška,17.08.2024,2. ročník,Bioinformatika,"Moc milý přednášející, který výklad ozvláštňuje příklady a vyprávěním (k tématu)"
NAIL109,"Mgr. Roman Neruda, CSc.",praktická cvičení,09.01.2026,1. Ročník,Informatika - Umělá inteligence,"Donesl bonbony, pernicky a ma skvely humor."
NAIL109,,praktická cvičení,15.02.2026,1. Ročník,Computer Science - Artificial Intelligence,"The topics discussed during the semester were very interesting and both professors have great experience in the area. It is noticeable when they speak, the depth they have in the topic"
NAIL109,,praktická cvičení,09.01.2026,1. Ročník,Informatika - Umělá inteligence,"Velkou cast predmetu zabiraji prezentace ostatnich studentu. Ackoliv obcas zajimave, tolik noveho se z nich clovek nenauci. Temata prochazena jinak jsou podobne jako probirana i na jinych predmetech. Prednes je ale velmi kvalitni, se spoustou vizualizaci a s vtipnymi historkami."
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",cvičení,07.06.2025,3. ročník,Computer Science,"Mr. Dusek was very helpful regarding any questions about the homeworks, and would be understanding regarding the deadlines which is very nice. However, grading would take quite a long time"
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",cvičení,24.07.2024,3. ročník,Informatika,Opravování úkolů bylo ve velkém skluzu
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",cvičení,23.07.2024,3. ročník,Informatika,"Fajn přístup, jenom opravování úkolů trvalo."
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",cvičení,03.06.2023,2. Ročník,Computer Science,Mr. Ondřej Dušek is very supportive teacher.
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,27.08.2025,1. ročník,Informatika - Umělá inteligence,"The practicals did not provide much value apart from just explaining the homework assignemnt for the week, which was already described in detail on the course website (which is great)."
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,15.08.2025,3. Ročník,Informatika,"Pan doktor Dušek dělá pro studenty absolutní maximum, je to skvělý pedagog a je i skutečným odborníkem na dialogové systémy, takže co víc si vlastně přát. Moc si vážím jeho ochoty a rychlé komunikace."
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,07.06.2025,3. ročník,Computer Science,The professor did a great job lecturing and was always open for questions or discussion even after the class.
NPFL123,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,23.07.2024,3. ročník,Informatika,Fajn přístup.
NPFL123,,cvičení,19.07.2025,3. Ročník,Informatika,"Tento semestr se na předmět zapsalo nadprůměrné množství studentů a kontrolování pozdějších domácích úkolů trvalo několik měsíců. Bylo proto občas těžké dělat další úkoly bez zpětné vazby ohledně předchozích, protože na sebe navazují, a také hlídat si počet bodů k zápočtu. Nicméně bych řekla, že to ve výsledku vyučující zvládli poměrně dobře a všechno se stihlo."
NPFL123,,cvičení,07.06.2025,3. ročník,Computer Science,"The practicals consisted of the professor giving an overview of the next homework assignment. While they were quite thorough and you would learn a lot by doing them, they were at the same time quite time consuming and at times confusing."
NPFL123,,cvičení,24.07.2024,3. ročník,Informatika,"Domácí úkoly jsou zajímavé, buduje se vlastní chatbot. Většinu času jsem ale bohužel u každého úkolu ztrávil snahou pochopit zadání a vyznat se v celém systému. Samotné programování úkolů už pak bylo většinou poměrně jednoduché."
NPFL123,,cvičení,23.07.2024,3. ročník,Informatika,"Cvičení byla krátká, občas by bylo lepší lépe vysvětlit zadání úkolu."
NPFL123,,cvičení,15.09.2023,4. ročník,Informatika,"Nejtěžší na většině domácích úkolů bylo pochopit zadání. Kvůli tomu jejich vypracování často trvalo zbytečně dlouho. Také bych ocenil, kdyby v poskytnutém kódu byly lépe popsané funkce a jejich očekávané parametry."
NPFL123,,přednáška,15.08.2025,3. Ročník,Informatika,"Výborný předmět, ale také velmi časově náročný. Přednášky jsou zajímavé a zkouška není nikterak složitá, o to více dá zabrat zápočet, kde se v průběhu semestru buduje vlastní dialogový systém. Zadání a celková příprava úloh je ale udělána opravdu pečlivě a věřím, že to muselo dát spoustu práce (včetně jejich oprav). Jak už jsem zmínil, úlohy zabraly spoustu času, nicméně byla to docela i zábava, hodně jsem se toho naučil."
NPFL123,,přednáška,19.07.2025,3. Ročník,Informatika,"Velmi dobré materiály, jsou přístupné nahrávky."
NPFL123,,přednáška,07.06.2025,3. ročník,Computer Science,The course was quite detailed and you will learn a lot about various historical and modern approaches to dialogue systems.
NPFL123,,přednáška,23.07.2024,3. ročník,Informatika,Dost věcí se opakovalo z jiných předmětů.
NPFL097,"RNDr. David Mareček, Ph.D.",přednáška,12.02.2026,1. Ročník,Computer Science,"He was really nice to talk to and approachable. However,I wish he prepared the lectures a bit more and give more intuitive examples for each algorithm."
NPFL097,"RNDr. David Mareček, Ph.D.",přednáška,10.01.2026,1. ročník,Computer Science - Language Technologies and Computational Linguistics,"Professor Mareček did a very good job responding to emails and being timely and fair with grading. Unfortunately, the lectures were less than ideal. They were very math heavy and not explained well, they should be broken down more. Often students would ask the professor a question and he would not know the answer or not be very clear with his answer."
NPFL097,"RNDr. David Mareček, Ph.D.",přednáška,09.01.2026,1. Ročník,Informatika - Umělá inteligence,"Dobry prednes, vstricny pristup."
NPFL097,,cvičení,09.01.2026,1. ročník,Informatika - Umělá inteligence,Cviceni a prednaska byla spojena.
NPFL097,,cvičení,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,Cvičení jsou ve vhodném rozsahu a vhodnou formou. Úkoly skvěle doplní znalost z přednášek.
NPFL097,,přednáška,12.02.2026,1. Ročník,Computer Science,"The lectures were a bit hard to follow since there were just tons of formulas on the slides, I wish they focused on the main concepts first and then introduce the math. However, I am pretty happy with the course overall, the final exam did not require math formulas either to pass."
NPFL097,,přednáška,10.01.2026,1. ročník,Computer Science - Language Technologies and Computational Linguistics,"I found the information in this course very dense but useful. I appreciate how the topics were ordered, building off of each other."
NPFL097,,přednáška,09.01.2026,1. Ročník,Informatika - Umělá inteligence,Zajimava temata. Ocenuji ukazky pouziti prezentovanych metod
NPFL097,,přednáška,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,"ÚFAL (a obecně celý Matfyz) potřebuje víc lidí, jako je pan doktor Mareček! Velmi oceňuju, že jste si vzal téma, která se jinde neprobírá a velice srozumitelně jste jej představil. Mých pár drobných výhrad k jinak skvělému kurzu: - Clustering se probírá i na jiných kurzech, tedy si myslím, že věnovat mu méně pozornosti by neuškodilo - Na můj vkus někdy až moc matematické a příliš velké detaily. Myslím, že např. intuice za Gibbs sampling byla vysvětlená skvěle, ale třeba chybělo zdůraznit, kde vlastně to Collapsed Gibbs sampling v tom LDA je. V tomhle duchu si myslím, že jsme strávili moc času s beta a Dirichletovou distribucí, ale zase jsem je již znal s PaSt 2, což jiní nemuseli. Byl bych rád, kdyby na Matfyzu byly kurz/y, které se více zabývají tématy: 1) Bayesovská statistika, Bayesovská inference 2) Mechanistická interpretabilita (sparse auto-enkódery)"
NPFL099,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,"Pan dr. Dušek většinu věcí moc pěkně vysvětlil. Některé věci jsou občas moc rychle, ale to je pochopitelné vzhledem k rozsáhlému obsahu kurzu. Velice oceňuju, že se snažíte prezentovat a předat nejnovější poznatky!"
NPFL099,"Mgr. et Mgr. Ondřej Dušek, Ph.D.",přednáška,06.01.2024,1. ročník,Computer Science - Language Technologies and Computational Linguistics,The lecturer seems to be experienced in the discussed topics and literate in the variety of existing projects. Responsive and eager to teach students something new or clarify some ambiguous aspects of the presented matters.
NPFL099,,přednáška,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,"Statistické dialogové systémy pro mě byly velice milým překvapením! Čekal jsem, že budou podobně nezáživné jako NPFL123 Dialogové systémy, nicméně pan dr. Dušek na tomto kurzu prezentuje spoustu konkrétních a zajímavých nejnovější poznatků a zabývá se méně obecnými tématy než na NPFL123. Někdy mě mrzí, když se k obecným tématům, jako těm pokrytými NPFL123 a Deep learningy (NPFL138/139), vracíme. Nemyslím si, že snažit se dělat kurz nezávislým na ostatních předmětech je dobrá snaha, ale to je už na zvážení pana dr. Duška. I přesto si myslím, že kurz je skvělý, a byl bych rád, kdyby na ÚFALu a Matfyzu bylo víc kurzů jako tento."
NPFL099,,přednáška,06.01.2024,1. ročník,Computer Science - Language Technologies and Computational Linguistics,"Informative overview of the dialog systems, including current year paper references. Course material is of current interest and covers recent developments. Brief and moderately deep dive into chatbots and other interactive systems."
NPFL099,,seminář,11.02.2025,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,"Velice oceňuju, že pan dr. Dušek se snaží dělat úkoly relevantní a velice aktuální. Myslím si, že kdyby úkoly byly formou volného projektu místo šablon, tak by to bylo jednodušší jak pro pana doktora, tak i pro mě. Měl jsem pocit, že značná část mého času byla strávena snahou porozumění šabloně, detailům požadavků a snahou napasovat řešení na šablonu. Nicméně to vnímám jako drobný zádrhel způsobený neustálým vývojem úkolů a jsem velice rád, že pan doktor Dušek se kurzu a jeho náplni velmi aktivně a úspěšně věnuje!"
NAIL106,"Mgr. Roman Neruda, CSc.",přednáška,28.05.2023,1. ročník,Computer Science - Theoretical Computer Science,"The professor is really prepared in the subject and is able to keep high the attention thanks to the examples he provides, making jokes, etc. The professor is always available to answer questions after the lecture, however, it is rare to have him to reply to the emails. The number of credits is perfectly fine with the materials covered."
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,13.06.2023,1. Ročník,Informatika - Umělá inteligence,Cvičenia s Pánom Doktorom boli zaujímavé a veľmi dobre dopĺňali prednášky.
NAIL106,"doc. Mgr. Martin Pilát, Ph.D.",cvičení,29.05.2023,1. ročník,Informatika - Vizuální výpočty a vývoj počítačových her,"Učitel je skvělý. Všechno vysvětluje, aby to každý pochopil, kdyžtak se vrací zpátky a dovysvětluje. Rozumí všemu co vysvětluje a rychle dokáže i poradit v kodu."
NAIL106,,cvičení,29.05.2023,1. ročník,Informatika - Vizuální výpočty a vývoj počítačových her,"Předmět je dobrý, navazuje i na některé ostatní předměty např. plánování v určitém smyslu. Některé ukoly jsou dělány formou soutěže mezi ostatníma což je skvělý způsob jak se více snažit při dělání úkolu a jeho finální verzí v žebříčku z ostatníma"
NPGR036,Mgr. Matúš Goliaš,cvičení,12.09.2025,4. ročník,Informatika,"Velmi ochotně odpovídal na dotazy, hezky vedl cvičení."
NPGR036,Mgr. Matúš Goliaš,cvičení,28.05.2025,3. Ročník,Informatika,"Pan magistr velice dobře představuje všechny úlohy, pomáhá s implementací a rychle reaguje na dotazy na místě i online."
NPGR036,Mgr. Matúš Goliaš,cvičení,15.09.2023,3. Ročník,Informatika,Snažil se pomoct a poradit
NPGR036,Mgr. Matúš Goliaš,cvičení,10.09.2023,2. ročník,Informatika,"Na cvičeniach, na ktoré som zo začiatku chodil, mi prišli úlohy trochu náročné. Možno by som popri výpomoci prijal aj ukážkové riešenia aspoň niektorých úloh na konci cvičení."
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",cvičení,15.09.2023,3. Ročník,Informatika,Nebyla tak přítomná
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,12.09.2025,4. ročník,Informatika,Paní docentka má hezky připravené přednášky. Vytváří milou příjemnou atmosféru během přednášek.
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,28.05.2025,3. Ročník,Informatika,Paní docentka skvěle vysvětluje danou problematiku a reaguje na dotazy.
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,15.09.2023,3. ročník,Informatika,Ochotná přednášející
NPGR036,"doc. RNDr. Elena Šikudová, Ph.D.",přednáška,10.09.2023,2. ročník,Informatika,Skvelé prednášky.
NPGR036,,cvičení,12.09.2025,4. ročník,Informatika,Hezky postavené cvičení se zajímavými úlohami na procvičení v pythonu. Navazuje dobře na přednášku. Domácí úlohy byly přiměřeně náročné.
NPGR036,,cvičení,28.05.2025,3. Ročník,Informatika,Cvičení dokonale vybírá úlohy zmíněné na přednášce k samostatnému naprogramování. Templaty k tomu jsou skvěle připravené.
NPGR036,,cvičení,15.09.2023,3. Ročník,Informatika,Není tolik přínosné
NPGR036,,cvičení,10.09.2023,2. ročník,Informatika,Dokázal som sa obísť aj bez cviční.
NPGR036,,přednáška,12.09.2025,4. ročník,Informatika,"Velmi zajímavý předmět, který představuje zajímavé problémy z oblasti počítačového vidění. Hezky se zde ukazuje teoretická stránka problému a jeho řešení pomocí lineární algebry či matematické analýzy (nebo obou)."
NPGR036,,přednáška,28.05.2025,3. Ročník,Informatika,"Předmět krásně shrnuje obor jako takový, vysvětluje od základu vše, co je k pochopení třeba. Jediný problém vidím v jednolitosti prezentace, se kterou občas nastává problém ztracení se v aktuálním tématu."
NPGR036,,přednáška,15.09.2023,3. ročník,Informatika,Ne úplně tak přínosné
NPGR036,,přednáška,10.09.2023,2. ročník,Informatika,"Predmet akurátne zachytáva témy, ktorým sa venuje."
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",cvičení,14.01.2026,1. Ročník,Informatika - Softwarové a datové inženýrství,Vedli spíše lidé z Profinit.
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",přednáška,14.01.2026,1. Ročník,Informatika - Softwarové a datové inženýrství,Přednášeli spíše lidé z Profinit.
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",přednáška,16.02.2025,1. Ročník,Informatika - Softwarové a datové inženýrství,Oceňuji vstřícné hodnocení zkoušky a data reportu.
NDBI048,"doc. RNDr. Irena Holubová, Ph.D.",přednáška,27.01.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Vše v pořádku, zkouška byla tak optimálně těžká, přednášky byly dobré."
NDBI048,,cvičení,15.02.2026,1. ročník,Informatika - Umělá inteligence,"Ocenil by som viac než len samostatnú prácu na zadaniach počas cvičení, čo ani až tak nenadväzovalo na finálny projekk."
NDBI048,,cvičení,14.01.2026,1. Ročník,Informatika - Softwarové a datové inženýrství,"Je určitě žádoucí vyzkoušet si některé praktiky prakticky a cvičení jsou dobře konstruována, je přikládáno i řešení, podle kterého se můžete řídit. Cvičící byli často aktivní a ochotní pomáhat, což je velké plus."
NDBI048,,cvičení,27.01.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Cvičení probíhala s externími osobami, v zásadě to bylo často dost extenzivně připravené, že se ani vše nedalo stíhat. Projekt byl ohodnocený férově a kdo si s ním dal práci, určitě dostal zápočet."
NDBI048,,přednáška,31.01.2026,1. Ročník,Informatika - Softwarové a datové inženýrství,"Jedná se za mě o velmi dobře postavený předmět - docela mě vtáhl do světa práce s daty. Hodnotím zde, protože v anketě nejsou žádné otázky k ohodnocení."
NDBI048,,přednáška,14.01.2026,1. ročník,Informatika - Softwarové a datové inženýrství,"Předmět je zajímavý, bohužel jsem neměl moc času chodit na přednášky ani cvičení. Řekl bych ale, že zkouška může mít různou obtížnost: můžete mít test s minimem znalostech o modelování, nebo test který skoro úplně vynechává BU, DU a DP z CRISP-DM a místo nich jsou tam otázky hlavně o modelování."
NDBI048,,přednáška,27.01.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Přednášky byly docela zajímavé, líbilo se mi střídání vyučujících, alespoň to nebylo monotónní. Co bych do příště vynechal a přišlo mi navíc, jsou přednášky o technologiích a big data - jsou sice dobře připravené, ovšem technologie je stejně nutné si spíš vyzkoušet namísto seznamu metod v Pandas; u big data přednášky je tam docela překryv s jinými předměty (MDS apod)."
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",seminář,09.01.2025,1. ročník,Informatika - Umělá inteligence,"Extremely friendly teacher, handled everything well, was friendly."
NAIL004,"prof. RNDr. Roman Barták, Ph.D.",seminář,03.01.2024,1. ročník,Computer Science - Theoretical Computer Science,Professor allowed us to discuss topics we found interesting. Having his perspective on some problems with AI was very valuable.
NAIL004,,seminář,09.01.2025,1. ročník,Informatika - Umělá inteligence,"I really enjoyed this! The debates and paper presentations really help the soft skills, which I think are invaluable for AI specifically, to communicate with people. If anything, extremely underrated."
NAIL004,,seminář,20.01.2024,2. ročník,Informatika,"Předmět je spíše povídací. Člověk si hezky procvičí angličtinu, ale pokud vás zajímá spíše technická stránka, tak se unudíte k smrti. Témata byla na druhou stranu hezky vybrána, takže mi to ve výsledku tak moc nevadilo."
NAIL004,,seminář,10.01.2024,4. Ročník,Informatika,"Oxford debates were mostly unproductive. It might be useful training for politicians, but it does not seem to clarify the questions in the sense that participants/observers would walk away with a better understanding of the world. Mostly it devolves into bad arguments from both sides where no debater can revise their mind because they're not truth-seeking but advocating. Hackathons were more useful."
NAIL004,,seminář,10.01.2024,1. Ročník,Informatika - Umělá inteligence,Fajn předmět. Na začátku jsme měli možnost ovlivnit (navrhnout) reálnou podobu. Následně jsme se účastnili jednotlivých diskuzí a minihackathonů. Každý se musel jako debatující účastnit aspoň jedné diskuze a na hackathonech jsme v týmech vymýšleli řešení problémů. Je to dobrý oddech a zároveň super studnice nápadů například na budoucí projekty.
NAIL004,,seminář,03.01.2024,1. ročník,Computer Science - Theoretical Computer Science,Course gave us a chance to brainstorm on important topics and situations related to AI in today's society. Great course!
NPFL118,"Mgr. Martin Popel, Ph.D.",cvičení,22.01.2026,1. ročník,Computational linguistics,"Martin's lectures were also helpful, he guided us through the websites, the configurations and the bureacratic part of the onboarding procedure."
NPFL118,"Mgr. Martin Popel, Ph.D.",cvičení,04.01.2024,1. Ročník,Computational linguistics,"Martin explained everything really well and took his time to answer questions. Without him, half of my accounts probably wouldn't work. His tour of the MS building was great."
NPFL118,"Mgr. Rudolf Rosa, Ph.D.",cvičení,04.01.2024,1. Ročník,Computational linguistics,Ruda explained everything really well and took a lot of time to answer additional questions and talk about his own PhD experience.
NPFL118,"RNDr. Milan Straka, Ph.D.",cvičení,22.01.2026,1. ročník,Computational linguistics,"Milan is an extremely interactive person, he managed to transmit it exactly what is needed in order for us both to solve the exercises and use the cluster individually."
NPFL118,"RNDr. Milan Straka, Ph.D.",cvičení,04.01.2024,1. Ročník,Computational linguistics,Milan explained everything really well and took his time to answer questions and help with the assignments. His Slurm reference helped a lot with my first experiments on the CPU and GPU clusters.
NPFL118,,cvičení,22.01.2026,1. ročník,Computational linguistics,"It is one of the most important courses for a PhD student. It intergated us into university's cluster, with interactive exercises and transcription of the whole lecture in order for us to go back to it."
NPFL118,,cvičení,04.01.2024,1. Ročník,Computational linguistics,"Generally, a good and detailed introduction to the UFAL infrastructure and pointers to important resources. Almost no questions were left open after the 3 days, but maybe it is too detailed. 2 entire days were spent reading Wiki pages, which was tiring. However, PhD students should be able to understand most of the sections by themselves. For example, an additional meeting was supposed to be scheduled for Biblio, but the system is self-explanatory and everyone finished the checklist anyway. I suggest putting the greatest focus on the Linux network and the topics related to the checklist while going into less detail otherwise. Perhaps, some of the more self-explanatory sections can be left as homework, and a Q&A meeting can be scheduled instead of a reading meeting. The Slurm and Spark assignments were quite fun, but the grading was a bit too nitpicky at times. Since I immediately started my own PhD-topic-related experiments on the cluster, I would have liked to scrap 1 or 2 of the assignments because they took more time than necessary without giving me a real benefit."
NAIL087,,cvičení,15.02.2026,1. ročník,Informatika - Umělá inteligence,"Škoda, že na poslednom cvičení nebolo možné konzultovať projekt a neskôr nám potom za riešenie boli strhnuté body."
NAIL087,,přednáška,09.02.2026,2. Ročník,Informatika - Diskrétní modely a algoritmy,"Bohužel musím konstatovat, že přednáška nebyla pojata způsobem, který by mi přišel příliš kvalitní. Vyučující chrlil jedno téma za druhým, rychlý výklad doplňoval neorganizovanými výpočty na tabuli a celkově bylo velmi těžké si z přednášek něco odnést. Zachraňovala to literatura, ze které byla písemka, z té jsem si odnesl spoustu zajímavých vědomostí. Myslím, že by přednášce prospělo zklidnění tempa a jisté formalizování výkladu. Zajímavé byly naopak přednášky hostujících speakerů a vyhovovala mi i organizace předmětu, kdy student dostane kombinovanou známku za písemku v průběhu semestru a závěrečný projekt, který byl velmi zajímavý. Samotná písemka bohužel obsahovala otevřené otázky, které mi přišly těžko srozumitelné a ambivalentně položené, a přestože jsem měl pocit, že látku dobře ovládám a jsem na písemku připravený, jednu celou otázku jsem špatně pochopil (v čemž jsem dle slov vyučujícího nebyl sám) a dostal tak z písemky trojku. Možná jsem deformovaný ze svého teoretičtějšího zaměření (předmět jsem měl jako volitelný), celkový dojem z předmětu bych ale shrnul slovy neformálnost, neukotvenost a nesrozumitelnost."
NAIL087,,přednáška,04.02.2025,1. ročník,Computer Science - Theoretical Computer Science,"A very interesting course, very interesting topic. It is quite easy to understand and inspiring, while not being too simplified. Some of the lectures I would not fully comprehend without reading a book chapter, but the book is rather short, very well-written, and it was not a problem to read it. The tutorials were not very useful, because they were just about doing some assignments on our own. The tutor was there and could help in case of problems, but did not explain anything in advance."
NMAI165,"prof. RNDr. Jaromír Antoch, CSc.",cvičení,09.02.2026,1. ročník,Obecné otázky matematiky a informatiky,"Vyučující byl velmi ochotný, dokázal předmět propojit s dalšími oblastmi matematiky i s příběhy z reálného života a bylo patrné, že ho výuka baví."
NMAI165,,cvičení,09.02.2026,1. ročník,Obecné otázky matematiky a informatiky,"Příklady byly opravdu velmi zajímavé, občas náročné."
NOPT046,"prof. Mgr. Milan Hladík, Ph.D.",cvičení,16.06.2024,3. ročník,Informatika,"Výborná cvíčení, která mi vždy pomohla pochopit látku z přednášky, včetně zajímavých úkolů. Jediné, co bych možná uvítal, by byl trochu praktičtější pohled na některé optimalizační úlohy, než pouhé nalezení optima z mého pohledu náhodně vybrané funkce."
NOPT046,"prof. Mgr. Milan Hladík, Ph.D.",přednáška,16.06.2024,3. ročník,Informatika,Pan profesor Hladík je výborný a přátelský přednášející. Velice oceňuji skvěle napsaná skripta ke spojité části. Nemám co vytknout.
NOPT046,"prof. RNDr. Martin Loebl, CSc.",cvičení,03.09.2025,3. Ročník,Informatika,introduced great problems to think about
NOPT046,"prof. RNDr. Martin Loebl, CSc.",cvičení,13.07.2025,3. ročník,Informatika,"Narozdíl od přednášky pan Loebl vedl cvičení výborně. Oceňuji možnost prezentovat řešení u tabule a ochotu cokoliv nejasného vysvětlit. Příklady byly dobře zvolené. Vyhovovala mi obtížnost a byly zajímavé. Také oceňuji, že nás pan Leobl upozorňoval na různé chyby v argumentaci u tabule."
NOPT046,"prof. RNDr. Martin Loebl, CSc.",cvičení,16.06.2024,3. ročník,Informatika,"Výborná cvičení, která mi pomohla pochopit látku z přednášky."
NOPT046,"prof. RNDr. Martin Loebl, CSc.",přednáška,03.09.2025,3. Ročník,Informatika,"I see his passion in teaching tutoring and lecturing. He kind of lives for it. Nevertheless the clarity of the lectured material is not so great in my opinion. Maybe it was just me but I had to sit down quietly and study the material numerous times, that was kind unordinary. I understand why is he so pedant, he claims it says whether person understands the topic or not. Of course thats true, but sometimes connecting the dots, apart from the lectures itself, is more important and should be given greater glimpse at the exam. Problem is that it cannot be easily recognized but maybe a 5mins talk with the person being examined would actually satisfy both ends and could have a significant grade value lets say. Responds to emails promptly and really is helpful for students that ask."
NOPT046,"prof. RNDr. Martin Loebl, CSc.",přednáška,13.07.2025,3. ročník,Informatika,"Přednášky pana Loebla mě vcelku moc neoslovily. Konkrétně se mi však líbilo, že pan Loebl občas pověděl i nějakou zajímavost navíc a bylo tedy vidět, že je pro téma nadšený. Na druhou stranu zápis na tabuli byl velmi nepřehledný a často nepříliš čitelný. Přednes na mě celkově působil pouze jako strohé opisování poznámek než jako vysvětlování vlastními slovy."
NOPT046,"prof. RNDr. Martin Loebl, CSc.",přednáška,16.06.2024,3. ročník,Informatika,"Pan profesor Loebl je výborný přednášející. Oceňuji přátelský přístup a velmi poutavé přednášky, které jsou často doplněny o zajímavý kontext. Jediné, co bych uvítal, je dostupnost materiálů k diskrétní části. Jako zdroj pro samostudium byly poskytnuty rukou psané poznámky, ale hůře se v nich orientuje a většina důkazů je sepsána velmi zkratkovitě."
NOPT046,"prof. RNDr. Martin Loebl, CSc.",přednáška,07.06.2023,3. Ročník,Informatika,"Pan profesor věcem velmi rozumí a mile mě překvapil nabídkou, že bude přednášet o tom, co nás zajímá, takže jsme si mohli zvolit téma z diskrétní optimalizace vlastně na přání. Bohužel jsem si na předmět nenašel čas, a tak jsem ani nabídky nevyužil. Výklad byl místy zmatený a ocenil bych ještě trochu více příkladů (např u submodulárních funkcí). Zároveň je třeba si dát pozor na to, že poskytnuté poznámky jsou opravdu poznámky pro vyučijícího, takže spousta věcí je v nich zapsána extrémně zkratkovitě a je lepší si udělat vlastní. Jinak nastávají momenty, kdy se snažíte vzpomenout jak nějaký složitý důkaz z přednášky fungoval, podíváte se do poznámek a v těch se dočtete jen ""proof: simple"" :D"
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",cvičení,03.09.2025,3. Ročník,Informatika,introduced great problems to think about
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",cvičení,13.07.2025,3. ročník,Informatika,"Pěkné cvičení. Líbilo se mi, jak pan Tiwary vysvětloval řešení. Také opět oceňuji možnost řešit příklady u tabule."
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",cvičení,09.06.2023,3. ročník,Informatika,"The tutorials were interactive, requiring us to solve a problem in front of the whole class."
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",přednáška,03.09.2025,3. Ročník,Informatika,"Hans is really a great professor, the topic he lectures is crystal clear and is capable of answering any questions regarding anything."
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",přednáška,13.07.2025,3. ročník,Informatika,"Spojitá část byla panem Tiwarym přednášena velmi pěkně. Sice opět na tabuli bylo psáno v podstatě to samé, co je ve skriptech, ale přišlo mi, že to pan Tiwary doprovodil srozumitelným a poutavým výkladem."
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",přednáška,09.06.2023,3. ročník,Informatika,Mr. Tiwary was excellent; he really focused on helping us understand the topic.
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",přednáška,07.06.2023,3. Ročník,Informatika,"I believe Hans is an excellent teacher with a talent for explaining concepts clearly. He consistently ensured our comprehensive understanding of the material. His focus was less on detailed proofs and more on conveying core ideas, which I appreciated. The ease of the exam took me by surprise, given that the experience from practicals was that Hans can be quite demanding. The examination required only solving a straightforward problem and stating a theorem."
NOPT046,,cvičení,03.09.2025,3. Ročník,Informatika,"I either struggled (continuous) or it was a breeze (discrete) as we kind of covered half of the topic at kombagra2. Requirements are fairly easy. I had to leave 20mins early every time (due to the P.E lessons) and havent had the chance to really hear the explanation, but i believe it would be far better. 5-6 problems at the start of the tutorial has been written at board and we tried to solve them in groups/alone. It was quite nice but not really. It had strange vibe for some reason. I dont really suggest this if you dont have buddies there."
