kod,vyucujici,role,obdobi,odpovedelo,zapsano,srozumitelnost,usporadanost,zajimavost,vztah_ke_studentum,kvalita_materialu,korektnost,obtiznost,znalosti_studentu,ucast,priprava,kazen,rec,literatura,celkove_predmet,celkove_vyucujici,otazka19
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",cvičení,2018 / zimní,10,41,,,,,,,,,,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2015 / zimní,11,24,,,,,,,,,,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2018 / zimní,11,41,,,,,,,,,,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",cvičení,2020 / zimní,6,25,,,,,,,,,,,,,,,,
NAIL087,"doc. Mgr. Jiří Lukavský, Ph.D.",přednáška,2020 / zimní,6,25,,,,,,,,,,,,,,,,
NMAI165,"prof. RNDr. Jaromír Antoch, CSc.",cvičení,2018 / zimní,8,42,,,,,,,,,,,,,,"1,75",,
NMAI165,"prof. RNDr. Jaromír Antoch, CSc.",cvičení,2019 / zimní,7,34,,,,,,,,,,,,,,"1,71",,
NMAI165,"prof. RNDr. Jaromír Antoch, CSc.",cvičení,2018 / zimní,9,42,,,,,,,,,,,,,,,,
NMAI165,"prof. RNDr. Jaromír Antoch, CSc.",cvičení,2019 / zimní,7,34,,,,,,,,,,,,,,,,
NOPT046,"doc. RNDr. Libuše Grygarová, DrSc.",přednáška,2004 / zimní,7,27,"2,29","1,29","2,29","1,86","2,00","1,75","2,40","2,60",,,,,,,,
NOPT046,"doc. RNDr. Libuše Grygarová, DrSc.",přednáška,2005 / letní,6,49,"1,83","1,33","2,50","1,33","1,67","1,00","2,40","2,00",,,,,,,,
NOPT046,"doc. RNDr. Libuše Grygarová, DrSc.",přednáška,2007 / letní,5,36,"2,20","1,60","2,20","1,60","1,60","1,80","2,40","2,20",,,,,,,,
NOPT046,"prof. Mgr. Milan Hladík, Ph.D.",cvičení,2015 / letní,5,16,,,,,,,,,,,,,,"2,00",,
NOPT046,"prof. Mgr. Milan Hladík, Ph.D.",přednáška,2015 / letní,5,16,,,,,,,,,,,,,,"2,20",,
NOPT046,"RNDr. Jan Palata, CSc.",cvičení,2004 / zimní,7,27,"1,86","1,71","2,00","2,29","2,00","2,00","2,17","2,60",,,,,,,,
NOPT046,"RNDr. Jan Palata, CSc.",cvičení,2005 / letní,7,49,"1,43","1,57","2,29","2,14","1,71","1,40","2,33","2,00",,,,,,,,
NOPT046,"RNDr. Jan Palata, CSc.",cvičení,2009 / letní,6,54,"2,17","2,50","2,83","2,50","3,17","1,75","2,25","3,00",,,,,,,,
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",cvičení,2015 / letní,5,16,,,,,,,,,,,,,,"2,60",,
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",cvičení,2015 / letní,5,16,,,,,,,,,,,,,,,,
NOPT046,"doc. Hans Raj Tiwary, M.Sc., Ph.D.",přednáška,2015 / letní,5,16,,,,,,,,,,,,,,,,
NAIL021,"prof. RNDr. Ondřej Čepek, Ph.D.",přednáška,2013 / zimní,9,19,"1,33","1,22","2,11","1,11","1,33",,"2,67","2,56",,,,,,,,
NAIL021,"prof. RNDr. Ondřej Čepek, Ph.D.",přednáška,2014 / zimní,8,21,"1,25","1,13","1,88","1,25","1,13","2,00","3,00","2,00",,,,,"3,29",,,
NAIL021,"prof. RNDr. Ondřej Čepek, Ph.D.",přednáška,2015 / zimní,5,13,,,,,,,,,,,,,,"1,40",,
NAIL021,"prof. RNDr. Ondřej Čepek, Ph.D.",přednáška,2015 / zimní,5,13,,,,,,,,,,,,,,,,
NOPT021,"prof. RNDr. Karel Zimmermann, DrSc.",přednáška,2017 / zimní,5,12,,,,,,,,,,,,,,"2,80",,
NOPT021,"prof. RNDr. Karel Zimmermann, DrSc.",přednáška,2017 / zimní,5,12,,,,,,,,,,,,,,,,
NDBI021,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2025 / zimní,5,30,,,,,,,,,,,,,,"1,00",,
NDBI021,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2025 / zimní,5,30,,,,,,,,,,,,,,,,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2022 / zimní,5,15,,,,,,,,,,,,,,"1,00",,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2023 / letní,5,40,,,,,,,,,,,,,,"1,40",,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2024 / letní,5,32,,,,,,,,,,,,,,"1,20",,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2022 / zimní,5,15,,,,,,,,,,,,,,,,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2023 / letní,5,40,,,,,,,,,,,,,,,,
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,2024 / letní,5,32,,,,,,,,,,,,,,,,
NSWI035,"Mgr. Tomáš Faltín, Ph.D.",přednáška,2025 / zimní,6,108,,,,,,,,,,,,,,"2,17",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2004 / zimní,13,59,"1,69","1,85","2,54","1,92","2,00","1,60","2,57","1,86",,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2006 / zimní,16,87,"2,31","1,88","2,38","1,94","1,88","1,53","2,50","2,00",,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2011 / zimní,6,40,"1,67","1,67","1,67","1,17","1,33","1,00","2,60","2,40",,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2013 / zimní,19,65,"1,63","1,72","2,21","1,78","1,82",,"2,94","2,69",,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2014 / zimní,10,28,"1,80","1,70","2,50","1,70","2,00","1,50","3,11","2,70",,,,,"2,30",,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2015 / zimní,7,29,,,,,,,,,,,,,,"1,29",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2016 / zimní,6,17,,,,,,,,,,,,,,"2,00",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2017 / zimní,7,30,,,,,,,,,,,,,,"1,29",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2018 / zimní,8,27,,,,,,,,,,,,,,"1,50",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2020 / zimní,11,55,,,,,,,,,,,,,,"1,36",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2021 / zimní,9,63,,,,,,,,,,,,,,"1,33",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2024 / zimní,6,53,,,,,,,,,,,,,,"1,00",,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2015 / zimní,7,29,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2016 / zimní,6,17,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2017 / zimní,7,30,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2018 / zimní,8,27,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2020 / zimní,11,55,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2021 / zimní,11,63,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2024 / zimní,6,53,,,,,,,,,,,,,,,,
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,2025 / zimní,11,108,,,,,,,,,,,,,,,,
